,Unnamed: 0,Species,Atlas,Tissue,Status,Platform,Seq-type,Year,Accession,Link,Datasets,DOI,DatasetsURL,share
203,204,Mouse,Mouse,Cerebellum,Development,Chromium,scRNA-seq,2019,GSE120372,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE120372,mouse_brain_Cerebellum_Wizeman_2019_10x,10.7554/eLife.42388,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EVNLGef-6wxNgwQ2g0lBjDcBUAHi6SixaS-tSBKP55lHrg?e=wtYQS7,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EVNLGef-6wxNgwQ2g0lBjDcBUAHi6SixaS-tSBKP55lHrg?e=wtYQS7&Download=1
204,205,Mouse,Mouse,Hippocampus,Mild traumatic brain injury,Drop-seq,scRNA-seq,2018,GSE101901,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE101901,mouse_brain_hippocampus_Arneson_2018_drop,10.1038/s41467-018-06222-0,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfEiBvugXNGnOrXMzXmUvcBS26ZDywBfZ1UPjWsfc1sJA?e=OY1tKx,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfEiBvugXNGnOrXMzXmUvcBS26ZDywBfZ1UPjWsfc1sJA?e=OY1tKx&Download=1
205,206,Mouse,Mouse,Prefrontal cortex,Healthy,Smart-seq2,scRNA-seq,2021,GSE161936,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE161936,mouse_brain_source_Lui_2020_10x,10.1016/j.cell.2020.11.046,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EWY8OO-1pVBEpqpAKZoIiGMBFCHSFIv2zrkMfe9HZ0fPBw?e=TnrbAU,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EWY8OO-1pVBEpqpAKZoIiGMBFCHSFIv2zrkMfe9HZ0fPBw?e=TnrbAU&Download=1
206,207,Mouse,Mouse,Diencaphelon,Healthy,Chromium,scRNA-seq,2019,GSE122012,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE122012,mouse_brain_diencephalon_Guo_2019_10x,10.1242/dev.174284,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ESWKCbIzEkREp_lk1I8ZKecBWm64-kybq20omrrtQaURmw?e=b9XsrN,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ESWKCbIzEkREp_lk1I8ZKecBWm64-kybq20omrrtQaURmw?e=b9XsrN&Download=1
207,208,Mouse,Mouse,Lateral hypothalamic area,Healthy,Chromium,scRNA-seq,2019,GSE125065,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE125065,mouse_brain_lateral_hypothalamic_area_Mickelsen_2019_10x,10.1038/s41593-019-0349-8,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EQ9dC2cDk0FDhxT2VzldEDoBdKN9deFIBi8y0aXdNGAgAg?e=yPAPOw,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EQ9dC2cDk0FDhxT2VzldEDoBdKN9deFIBi8y0aXdNGAgAg?e=yPAPOw&Download=1
208,209,Mouse,Mouse,Cortex,peripheral inflammation(gene model),Chromium,scRNA-seq,2020,GSE145708,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE145708,mouse_brain_Cortex_Süß_2020_10x,10.1016/j.celrep.2020.02.109,,nan&Download=1
209,210,Mouse,Mouse,Hypothalamic arcuate nucleus,Development,Chromium,scRNA-seq,2019,GSE126480,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE126480,mouse_brain_hypothalamic_Huisman_2019_10x,10.1038/s41467-019-11667-y,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EfVIx0Y3wzFHhW-XdZ899pAB3MaE20NAGA2zfAVzcbTuxg?e=0gjgHj,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EfVIx0Y3wzFHhW-XdZ899pAB3MaE20NAGA2zfAVzcbTuxg?e=0gjgHj&Download=1
210,211,Mouse,Mouse,Embryonic cortex,Development,Drop-seq,scRNA-seq,2017,GSE107122,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE107122,mouse_brain_EmbryonicCortex_Yuzwa_2017_Drop-Seq,10.1016/j.celrep.2017.12.017,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Efh0Fm1O121Ji_v9uzg07ugBw8LXiyoLw42FVRXFHfKwlg?e=OdsJW7,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Efh0Fm1O121Ji_v9uzg07ugBw8LXiyoLw42FVRXFHfKwlg?e=OdsJW7&Download=1
211,212,Mouse,Mouse,Microglia,MOG35-55–immunized,CEL-seq,scRNA-seq,2019,GSE118948,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE118948,mouse_brain_CD45_cells_Jordão_2019_mCEL,10.1126/science.aat7554,,nan&Download=1
212,213,Mouse,Mouse,CAMs,MOG35-55–immunized,CEL-seq,scRNA-seq,2019,GSE118948,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE118948,mouse_brain_CD45_cells_Jordão_2019_mCEL,10.1126/science.aat7554,,nan&Download=1
213,214,Mouse,Mouse,DCs,MOG35-55–immunized,CEL-seq,scRNA-seq,2019,GSE118948,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE118948,mouse_brain_CD45_cells_Jordão_2019_mCEL,10.1126/science.aat7554,,nan&Download=1
214,215,Mouse,Mouse,Granulocytes,MOG35-55–immunized,CEL-seq,scRNA-seq,2019,GSE118948,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE118948,mouse_brain_CD45_cells_Jordão_2019_mCEL,10.1126/science.aat7554,,nan&Download=1
215,216,Mouse,Mouse,Lymphocytes,MOG35-55–immunized,CEL-seq,scRNA-seq,2019,GSE118948,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE118948,mouse_brain_CD45_cells_Jordão_2019_mCEL,10.1126/science.aat7554,,nan&Download=1
216,217,Mouse,Mouse,Monocyte-derived,MOG35-55–immunized,CEL-seq,scRNA-seq,2019,GSE118948,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE118948,mouse_brain_CD45_cells_Jordão_2019_mCEL,10.1126/science.aat7554,,nan&Download=1
217,218,Mouse,Mouse,Neocortex,Development,Chromium,scRNA-seq,2020,GSE143949,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE143939,mouse_brain_forebrain_Li_2020_10x,10.1126/sciadv.abd2068,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EaW_alwwlFNBvS711I7Ih3MBMxqle6OqZicyswrPV_BpzA?e=Xz1uIg,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EaW_alwwlFNBvS711I7Ih3MBMxqle6OqZicyswrPV_BpzA?e=Xz1uIg&Download=1
218,219,Mouse,Mouse,Somatosensory cortex,Development,STRT-seq,scRNA-seq,2016,GSE75330,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE75330,mouse_brain_oligodendrocyte_Marques_2016_STRT,10.1126/science.aaf6463,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZSyc2RAeOxOtpZE7GOfcpcBEOnIUBXFjDrfSdMuUxE9oQ?e=Ku1Oan,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZSyc2RAeOxOtpZE7GOfcpcBEOnIUBXFjDrfSdMuUxE9oQ?e=Ku1Oan&Download=1
219,220,Mouse,Mouse,Striatum,Development,STRT-seq,scRNA-seq,2016,GSE75330,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE75330,mouse_brain_oligodendrocyte_Marques_2016_STRT,10.1126/science.aaf6463,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZSyc2RAeOxOtpZE7GOfcpcBEOnIUBXFjDrfSdMuUxE9oQ?e=Ku1Oan,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZSyc2RAeOxOtpZE7GOfcpcBEOnIUBXFjDrfSdMuUxE9oQ?e=Ku1Oan&Download=1
220,221,Mouse,Mouse,Dentate gyrus,Development,STRT-seq,scRNA-seq,2016,GSE75330,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE75330,mouse_brain_oligodendrocyte_Marques_2016_STRT,10.1126/science.aaf6463,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZSyc2RAeOxOtpZE7GOfcpcBEOnIUBXFjDrfSdMuUxE9oQ?e=Ku1Oan,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZSyc2RAeOxOtpZE7GOfcpcBEOnIUBXFjDrfSdMuUxE9oQ?e=Ku1Oan&Download=1
221,222,Mouse,Mouse,Hippocampus,Development,STRT-seq,scRNA-seq,2016,GSE75330,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE75330,mouse_brain_oligodendrocyte_Marques_2016_STRT,10.1126/science.aaf6463,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZSyc2RAeOxOtpZE7GOfcpcBEOnIUBXFjDrfSdMuUxE9oQ?e=Ku1Oan,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZSyc2RAeOxOtpZE7GOfcpcBEOnIUBXFjDrfSdMuUxE9oQ?e=Ku1Oan&Download=1
222,223,Mouse,Mouse,Corpus collosum,Development,STRT-seq,scRNA-seq,2016,GSE75330,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE75330,mouse_brain_oligodendrocyte_Marques_2016_STRT,10.1126/science.aaf6463,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZSyc2RAeOxOtpZE7GOfcpcBEOnIUBXFjDrfSdMuUxE9oQ?e=Ku1Oan,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZSyc2RAeOxOtpZE7GOfcpcBEOnIUBXFjDrfSdMuUxE9oQ?e=Ku1Oan&Download=1
223,224,Mouse,Mouse,Amygdala,Development,STRT-seq,scRNA-seq,2016,GSE75330,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE75330,mouse_brain_oligodendrocyte_Marques_2016_STRT,10.1126/science.aaf6463,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZSyc2RAeOxOtpZE7GOfcpcBEOnIUBXFjDrfSdMuUxE9oQ?e=Ku1Oan,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZSyc2RAeOxOtpZE7GOfcpcBEOnIUBXFjDrfSdMuUxE9oQ?e=Ku1Oan&Download=1
224,225,Mouse,Mouse,Hypothalamus,Development,STRT-seq,scRNA-seq,2016,GSE75330,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE75330,mouse_brain_oligodendrocyte_Marques_2016_STRT,10.1126/science.aaf6463,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZSyc2RAeOxOtpZE7GOfcpcBEOnIUBXFjDrfSdMuUxE9oQ?e=Ku1Oan,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZSyc2RAeOxOtpZE7GOfcpcBEOnIUBXFjDrfSdMuUxE9oQ?e=Ku1Oan&Download=1
225,226,Mouse,Mouse,Zona incerta,Development,STRT-seq,scRNA-seq,2016,GSE75330,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE75330,mouse_brain_oligodendrocyte_Marques_2016_STRT,10.1126/science.aaf6463,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZSyc2RAeOxOtpZE7GOfcpcBEOnIUBXFjDrfSdMuUxE9oQ?e=Ku1Oan,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZSyc2RAeOxOtpZE7GOfcpcBEOnIUBXFjDrfSdMuUxE9oQ?e=Ku1Oan&Download=1
226,227,Mouse,Mouse,Spinal cord,Development,STRT-seq,scRNA-seq,2016,GSE75330,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE75330,mouse_brain_oligodendrocyte_Marques_2016_STRT,10.1126/science.aaf6463,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZSyc2RAeOxOtpZE7GOfcpcBEOnIUBXFjDrfSdMuUxE9oQ?e=Ku1Oan,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZSyc2RAeOxOtpZE7GOfcpcBEOnIUBXFjDrfSdMuUxE9oQ?e=Ku1Oan&Download=1
227,228,Mouse,Mouse,Cortex,infected with West Nile virus (WNV),Chromium,scRNA-seq,2022,GSE212199,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE212199,mouse_brain_CortexHPF_Rosen_2022_10x,10.1186/s13073-022-01111-0,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ERO7MviJe-JOlz_pyhKAW4QBJZZiLY56ZwRsF9uWFNSShQ?e=Prbt0q,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ERO7MviJe-JOlz_pyhKAW4QBJZZiLY56ZwRsF9uWFNSShQ?e=Prbt0q&Download=1
228,229,Mouse,Mouse,Hippocampus,infected with West Nile virus (WNV),Chromium,scRNA-seq,2022,GSE212199,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE212199,mouse_brain_CortexHPF_Rosen_2022_10x,10.1186/s13073-022-01111-0,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ERO7MviJe-JOlz_pyhKAW4QBJZZiLY56ZwRsF9uWFNSShQ?e=Prbt0q,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ERO7MviJe-JOlz_pyhKAW4QBJZZiLY56ZwRsF9uWFNSShQ?e=Prbt0q&Download=1
229,230,Mouse,Mouse,Forebrain,Development(single or pairwise deletions of ultraconserved enhancers),Drop-seq,scRNA-seq,2018,GSE100394,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE100394,mouse_brain_forebrain_Dickel_2018_drop,10.1016/j.cell.2017.12.017,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EVyPkhGmkv1HkQd27BOyXeAB3oKN8NIwwOmziW-eEgoGCQ?e=rmsyRt,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EVyPkhGmkv1HkQd27BOyXeAB3oKN8NIwwOmziW-eEgoGCQ?e=rmsyRt&Download=1
230,231,Mouse,Mouse,Ventricular subventricular zone,Development,Chromium,scRNA-seq,2019,GSE115600,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE115600,mouse_brain_SVZ_Kalamakis_2019_10x_smart,10.1016/j.cell.2019.01.040,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EezXf3IeFM9NlyzCpITo608B2VJyQo-cc4NzwCwcvJ3u5Q?e=IEFTtz,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EezXf3IeFM9NlyzCpITo608B2VJyQo-cc4NzwCwcvJ3u5Q?e=IEFTtz&Download=1
231,232,Mouse,Mouse,Ventricular subventricular zone,Development,Smart-seq2,scRNA-seq,2019,GSE115622,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE115622,mouse_brain_SVZ_Kalamakis_2019_10x_smart,10.1016/j.cell.2019.01.040,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EezXf3IeFM9NlyzCpITo608B2VJyQo-cc4NzwCwcvJ3u5Q?e=IEFTtz,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EezXf3IeFM9NlyzCpITo608B2VJyQo-cc4NzwCwcvJ3u5Q?e=IEFTtz&Download=1
232,233,Mouse,Mouse,Cerebellum,Healthy,Smart-seq2,scRNA-seq,2018,GSE98816,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE98816,mouse_brain_vascular_Vanlandewijck_2018_Smart-seq2,10.1038/nature25739,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EcOHrR5CQ31PtLH8X1Y7NvQB54KV4ITkRAXu0WJDV85WtQ?e=naQSWd,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EcOHrR5CQ31PtLH8X1Y7NvQB54KV4ITkRAXu0WJDV85WtQ?e=naQSWd&Download=1
233,234,Mouse,Mouse,Basal ganglia,Healthy,Drop-seq,scRNA-seq,2017,GSE95133,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE95133,mouse_brain_BasalGanglia_Wallace_2017_Drop-seq,10.1016/j.neuron.2017.03.017,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EW1iyBRw1uxIqvYgS4DFO2cBwlzu0hS_5Fhf_jN1czv2RA?e=fID38w,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EW1iyBRw1uxIqvYgS4DFO2cBwlzu0hS_5Fhf_jN1czv2RA?e=fID38w&Download=1
234,235,Mouse,Mouse,Neocortex,Development,SMARTer,scRNA-seq,2019,GSE118953,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE118953,mouse_brain_ Neocortex_Telly_2019_SMARTer,10.1126/science.aav2522,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EQQhC1nVypRKtqk8f2WwcNoB-xrHlPB3hH5EeUGpcJQw9Q?e=4Y2fyb,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EQQhC1nVypRKtqk8f2WwcNoB-xrHlPB3hH5EeUGpcJQw9Q?e=4Y2fyb&Download=1
235,236,Mouse,Mouse,Caudal ganglionic eminence,Development,SMARTer,scRNA-seq,2018,GSE109796,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE109796,mouse_brain_Mi_2018_SMARTer,10.1126/science.aar6821,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EcpIDGebQw9Dphi1gAhZvDkBb-Yg45GUAPg8wqEcnj8Nig?e=T5t12b,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EcpIDGebQw9Dphi1gAhZvDkBb-Yg45GUAPg8wqEcnj8Nig?e=T5t12b&Download=1
236,237,Mouse,Mouse,Dorsal and ventral medial ganglionic eminence,Development,SMARTer,scRNA-seq,2018,GSE109796,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE109796,mouse_brain_Mi_2018_SMARTer,10.1126/science.aar6821,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EcpIDGebQw9Dphi1gAhZvDkBb-Yg45GUAPg8wqEcnj8Nig?e=T5t12b,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EcpIDGebQw9Dphi1gAhZvDkBb-Yg45GUAPg8wqEcnj8Nig?e=T5t12b&Download=1
237,238,Mouse,Mouse,Microglia,Development,Smart-seq2,scRNA-seq,2019,GSE123022,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE123022,mouse_brain_mycroglia_myeloid_Li_2018_smart,10.1016/j.neuron.2018.12.006,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EUbScA57vy1CmK9z-Vb88WABtpsV7a0StcsLFYwT61V_oQ?e=RBHwj5,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EUbScA57vy1CmK9z-Vb88WABtpsV7a0StcsLFYwT61V_oQ?e=RBHwj5&Download=1
238,239,Mouse,Mouse,Microglia,Development,Smart-seq2,scRNA-seq,2019,GSE123024,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE123024,mouse_brain_mycroglia_myeloid_Li_2018_smart,10.1016/j.neuron.2018.12.006,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EUbScA57vy1CmK9z-Vb88WABtpsV7a0StcsLFYwT61V_oQ?e=RBHwj5,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EUbScA57vy1CmK9z-Vb88WABtpsV7a0StcsLFYwT61V_oQ?e=RBHwj5&Download=1
239,240,Mouse,Mouse,Microglia,Development,Smart-seq2,scRNA-seq,2019,GSE123025,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE123025,mouse_brain_mycroglia_myeloid_Li_2018_smart,10.1016/j.neuron.2018.12.006,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EUbScA57vy1CmK9z-Vb88WABtpsV7a0StcsLFYwT61V_oQ?e=RBHwj5,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EUbScA57vy1CmK9z-Vb88WABtpsV7a0StcsLFYwT61V_oQ?e=RBHwj5&Download=1
240,241,Mouse,Mouse,Myeloid,Development,Smart-seq2,scRNA-seq,2019,GSE123025,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE123025,mouse_brain_mycroglia_myeloid_Li_2018_smart,10.1016/j.neuron.2018.12.006,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EUbScA57vy1CmK9z-Vb88WABtpsV7a0StcsLFYwT61V_oQ?e=RBHwj5,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EUbScA57vy1CmK9z-Vb88WABtpsV7a0StcsLFYwT61V_oQ?e=RBHwj5&Download=1
241,242,Mouse,Mouse,Astrocyte,Healthy,Smart-seq2,scRNA-seq,2020,GSE114000,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE114000,mouse_brain_Astrocytes_Batiuk_2020_smart,10.1038/s41467-019-14198-8,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EUu2uX4rVHFFiYvLIuJ1q1MBJw1VvXv88hCAe169acOnng?e=1hv91v,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EUu2uX4rVHFFiYvLIuJ1q1MBJw1VvXv88hCAe169acOnng?e=1hv91v&Download=1
242,243,Mouse,Mouse,Whole brain,Development,Chromium,scRNA-seq,2020,GSE138903,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE138903,mouse_brain_Ikonomou_2020_10x,10.1038/s41467-020-14348-3,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EaFkla1U5rVPgPzcTUn1cYMBbKVPmWdICHXEX8aVTzX_LA?e=WdUhWy,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EaFkla1U5rVPgPzcTUn1cYMBbKVPmWdICHXEX8aVTzX_LA?e=WdUhWy&Download=1
243,244,Mouse,Mouse,Hippocampus,Healthy,ScNaUmi-seq,scRNA-seq,2020,GSE130708,https://data.humancellatlas.org/explore/projects/0d4b87ea-6e9e-4569-82e4-1343e0e3259f/m/project-matrices,mouse_brain_source_Kevin_2020,10.1038/s41467-020-17800-6,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ET2vgXxMzxpGuF3XRt-uP-wBU1AR2v4-HkuERJO7Ry3odQ?e=A5A5nF,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ET2vgXxMzxpGuF3XRt-uP-wBU1AR2v4-HkuERJO7Ry3odQ?e=A5A5nF&Download=1
244,245,Mouse,Mouse,Cortex,Healthy,ScNaUmi-seq,scRNA-seq,2020,GSE130708,https://data.humancellatlas.org/explore/projects/0d4b87ea-6e9e-4569-82e4-1343e0e3259f/m/project-matrices,mouse_brain_source_Kevin_2020,10.1038/s41467-020-17800-6,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ET2vgXxMzxpGuF3XRt-uP-wBU1AR2v4-HkuERJO7Ry3odQ?e=A5A5nF,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ET2vgXxMzxpGuF3XRt-uP-wBU1AR2v4-HkuERJO7Ry3odQ?e=A5A5nF&Download=1
245,246,Mouse,Mouse,Ventricular zone,Healthy,ScNaUmi-seq,scRNA-seq,2020,GSE130708,https://data.humancellatlas.org/explore/projects/0d4b87ea-6e9e-4569-82e4-1343e0e3259f/m/project-matrices,mouse_brain_source_Kevin_2020,10.1038/s41467-020-17800-6,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ET2vgXxMzxpGuF3XRt-uP-wBU1AR2v4-HkuERJO7Ry3odQ?e=A5A5nF,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ET2vgXxMzxpGuF3XRt-uP-wBU1AR2v4-HkuERJO7Ry3odQ?e=A5A5nF&Download=1
246,247,Mouse,Mouse,Central Amygdala,Healthy,Chromium,snRNA-seq,2023,GSE231790,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE231790,mouse_brain_Amygdala_Peters_2022_mFISH,10.1126/sciadv.adf6521,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ERWwk_E7jvBBpipDeyBFRCcBEfv9t5TSS4FDfP7P272U2A?e=wZMGEL,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ERWwk_E7jvBBpipDeyBFRCcBEfv9t5TSS4FDfP7P272U2A?e=wZMGEL&Download=1
